,company,location,position,experience,Experience_min,Experience_max,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,skill_10,skill_11,skill_12,skill_13,skill_14,skill_15,skill_16,skill_17,skill_18,skill_19,skill_20,skill_21,skill_22,skill_23,skill_24,skill_25,skill_26,skill_27,skill_28
651,INMOBI TECHNOLOGY SERVICES PRIVATE LIMITED,,"Head of Product Marketing ,  Meson",4 - 7,4,7,artificial intelligence  ,  Product Marketing  ,  messaging,,,,,,,,,,,,,,,,,,,,,,,,,
652,Infogain Corporation,Gurgaon,Executive,2 - 3,2,3,artificial intelligence  ,  software engineering  ,  telecom,,,,,,,,,,,,,,,,,,,,,,,,,
653,Shine Infosoft,Ahmedabad,Unity Game Developer,0 - 3,0,3,c    ,  c  ,  artificial intelligence  ,  java,,,,,,,,,,,,,,,,,,,,,,,,
654,AppZen,Pune,Technical Writer,3 - 4,3,4,artificial intelligence  ,  management systems  ,  api,,,,,,,,,,,,,,,,,,,,,,,,,
655,AppZen,,Sales Development Representative,0 - 3,0,3,artificial intelligence  ,  c  ,   Sales Development,,,,,,,,,,,,,,,,,,,,,,,,,
657,foundation manpower management,Kolkata,Automation Engineer,0 - 4,0,4,c  ,  machine learning  ,  artificial intelligence,,,,,,,,,,,,,,,,,,,,,,,,,
658,Infogain Corporation,"Noida/Greater Noida,  Gurgaon,  Mumbai,  Pune,  Bengaluru / Bangalore",Assistant Manager,6 - 8,6,8,artificial intelligence  ,  software engineering  ,  telecom,,,,,,,,,,,,,,,,,,,,,,,,,
659,fixigo,Gurgaon,Senior Executive - Group Bookings  ( Flight ),2 - 5,2,5,team player  ,  artificial intelligence  ,  crm,,,,,,,,,,,,,,,,,,,,,,,,,
660,AMD India Pvt Ltd,Bengaluru / Bangalore,Silicon Design Engineer 2,2 - 5,2,5,problem solving  ,  artificial intelligence  ,  debugging,,,,,,,,,,,,,,,,,,,,,,,,,
661,Duff & Phelps,"Hyderabad/Secunderabad,  Mumbai","Senior Engineer ,  Intelligent Automation",4 - 7,4,7,storage  ,  artificial intelligence  ,  docker  ,  security  ,  debugging  ,  rest  ,  python  ,  machine learning  ,  django,,,,,,,,,,,,,,,,,,,
662,FAURECIA,Pune,Advance Engineer AI,0 - 3,0,3,problem solving  ,  artificial intelligence  ,  logical thinking,,,,,,,,,,,,,,,,,,,,,,,,,
663,Advanced Micronic Devices Ltd,Hyderabad/Secunderabad,MTS Software Development Engineer,0 - 3,0,3,artificial intelligence  ,   Software Development  ,   MTS Software,,,,,,,,,,,,,,,,,,,,,,,,,
664,Advanced Micronic Devices Ltd,Hyderabad/Secunderabad,Senior Physical Design Engineer,3 - 6,3,6,team player  ,  artificial intelligence  ,  Physical Design,,,,,,,,,,,,,,,,,,,,,,,,,
665,Advanced Micronic Devices Ltd,"Hyderabad/Secunderabad,  Bengaluru / Bangalore",Senior Silicon Design Engineer,2 - 3,2,3,team player  ,  artificial intelligence  ,  Physical Design,,,,,,,,,,,,,,,,,,,,,,,,,
666,Advanced Micronic Devices Ltd,"Hyderabad/Secunderabad,  Bengaluru / Bangalore",Silicon Design Engineer 2,0 - 3,0,3,team player  ,  artificial intelligence  ,  Physical Design,,,,,,,,,,,,,,,,,,,,,,,,,
667,netradyne,,Solution Engineer,5 - 8,5,8,artificial intelligence  ,  security  ,  c  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,,
668,Innoplexus Consulting Services Private Limited,Germany,Senior Medical Director IO  ( Clinical development ),5 - 8,5,8,artificial intelligence  ,  big data  ,  san  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,,
669,Huawei Technologies Co Ltd,,Principal Engineer,10 - 13,1, ,algorithms  ,  machine learning  ,  artificial intelligence  ,  opencv,,,,,,,,,,,,,,,,,,,,,,,,
670,Innoplexus Consulting Services Private Limited,Pune,Senior Knowledge Partner,10 - 15,1, ,algorithms  ,  artificial intelligence  ,  mining  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,,
671,AppZen,Pune,L1 Technical Consultant,0 - 3,0,3,artificial intelligence  ,  technical consultant  ,  business applications,,,,,,,,,,,,,,,,,,,,,,,,,
672,NICE inContact,,Designated Support Engineer  ( DSE ),5 - 8,5,8,artificial intelligence  ,  mysql  ,  oracle  ,  written communication,,,,,,,,,,,,,,,,,,,,,,,,
673,nice ltd,,Designated Support Engineer  ( DSE ),5 - 8,5,8,artificial intelligence  ,  mysql  ,  oracle  ,  written communication,,,,,,,,,,,,,,,,,,,,,,,,
674,APTIV,Bengaluru / Bangalore,Embedded-AISOC developer,4 - 12,4,1,dsp  ,  algorithms  ,  c    ,  c  ,  artificial intelligence  ,  debugging,,,,,,,,,,,,,,,,,,,,,,
675,Infogain Corporation,Noida/Greater Noida,IT Executive,2 - 3,2,3,conference  ,  artificial intelligence  ,  software engineering  ,  telecom,,,,,,,,,,,,,,,,,,,,,,,,
676,NICE inContact,Pune,Specialist Product Owner,8 - 11,8,1,artificial intelligence  ,  devops  ,  api  ,  written communication  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,,,
677,nice ltd,Pune,Specialist Product Owner,8 - 11,8,1,artificial intelligence  ,  devops  ,  api  ,  written communication  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,,,
678,netradyne,Bengaluru / Bangalore,Technical Program Manager,0 - 3,0,3,artificial intelligence  ,  security  ,  c  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,,
679,knowledge lens,Bengaluru / Bangalore,Technical Consultant for Product,4 - 7,4,7,information technology  ,  big data  ,  artificial intelligence,,,,,,,,,,,,,,,,,,,,,,,,,
680,Infosys Technologies Ltd,,Principal - Business Consulting  ( SURE ),10 - 13,1, ,artificial intelligence  ,  mobile  ,  team player  ,  written communication,,,,,,,,,,,,,,,,,,,,,,,,
681,Advanced Micronic Devices Ltd,Hyderabad/Secunderabad,Manager Software Development,12 - 15,1, ,c    ,  graphics  ,  artificial intelligence  ,  software engineering  ,  os,,,,,,,,,,,,,,,,,,,,,,,
682,COMMSCOPE,,Senior Product Line Manager  ( Ruckus Networks ),5 - 8,5,8,artificial intelligence  ,  big data  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,,,,
683,AMD India Pvt Ltd,Hyderabad/Secunderabad,Senior Silicon Design Engineer,0 - 3,0,3,vhdl  ,  artificial intelligence  ,  perl  ,  tcl  ,  python  ,  simulator,,,,,,,,,,,,,,,,,,,,,,
684,Infogain Corporation,Pune,Lead Business Analyst,8 - 11,8,1,artificial intelligence  ,  software engineering  ,  telecom  ,  rest  ,  angularjs,,,,,,,,,,,,,,,,,,,,,,,
685,colour moon technologies,Visakhapatnam,Senior Personal PHP Developer,1 - 3,1,3,php developer  ,  artificial intelligence  ,   business analytics,,,,,,,,,,,,,,,,,,,,,,,,,
686,AMD India Pvt Ltd,Bengaluru / Bangalore,Software System Designer 2,3 - 6,3,6,c    ,  gcc  ,  debugger  ,  artificial intelligence  ,  fortran  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,,
687,AMD India Pvt Ltd,Bengaluru / Bangalore,MTS Software System Design Engineer,0 - 3,0,3,c    ,  c  ,  compilers  ,  artificial intelligence  ,  fortran,,,,,,,,,,,,,,,,,,,,,,,
688,AMD India Pvt Ltd,Bengaluru / Bangalore,SMTS Software System Design Engineer,7 - 10,7,1,c    ,  c  ,  compilers  ,  artificial intelligence  ,  fortran  ,  debugging,,,,,,,,,,,,,,,,,,,,,,
689,AMD India Pvt Ltd,Bengaluru / Bangalore,SMTS Software System Design Engineer,10 - 13,1, ,c    ,  c  ,  compilers  ,  artificial intelligence  ,  fortran  ,  debugging,,,,,,,,,,,,,,,,,,,,,,
690,AMD India Pvt Ltd,Hyderabad/Secunderabad,Senior Verification Engineer,3 - 10,3,1,artificial intelligence  ,  debugging  ,  cache  ,  simulator  ,  mips,,,,,,,,,,,,,,,,,,,,,,,
692,AMD India Pvt Ltd,Hyderabad/Secunderabad,Senior Software Development Engineer,0 - 3,0,3,algorithms  ,  c    ,  python  ,  ece  ,  artificial intelligence  ,  debugging,,,,,,,,,,,,,,,,,,,,,,
693,SOFTINWAY TURBOMACHINERY SOLUTIONS PRIVATE LIMITED,,AI / ML Research,0 - 3,0,3,algorithms  ,  python  ,  c  ,  machine learning  ,  artificial intelligence,,,,,,,,,,,,,,,,,,,,,,,
694,Evoke Technologies Pvt Ltd,"Hyderabad/Secunderabad,  Kolkata",Senior Data Scientist,5 - 8,5,8,python  ,  c  ,  machine learning  ,  artificial intelligence,,,,,,,,,,,,,,,,,,,,,,,,
695,crescendo global,Gurgaon,Tableau Developer,7 - 12,7,1,bi  ,  artificial intelligence  ,  sql  ,  python  ,  c  ,  mobile,,,,,,,,,,,,,,,,,,,,,,
696,AMD India Pvt Ltd,Bengaluru / Bangalore,Senior Software System Designer,0 - 3,0,3,c    ,  c  ,  compilers  ,  artificial intelligence  ,  fortran,,,,,,,,,,,,,,,,,,,,,,,
697,Ctd Techs Private Limited,"Chennai,  Bengaluru / Bangalore",PHP Developer,3 - 5,3,5,python  ,  artificial intelligence  ,  sql  ,  php  ,  mysql  ,  mvc,,,,,,,,,,,,,,,,,,,,,,
698,Veeva Systems,,Proposal Manager,4 - 7,4,7,artificial intelligence  ,  salesforce  ,  crm  ,  san  ,  team player,,,,,,,,,,,,,,,,,,,,,,,
699,Intellectyx,Coimbatore,Data Scientist  ( Mid level ),6 - 12,6,1,machine learning  ,  artificial intelligence  ,  infrastructure  ,  big data,,,,,,,,,,,,,,,,,,,,,,,,
700,APPLYCUP HIRING SOLUTIONS LLP,Chennai,AL / ML Video Analytics,0 - 4,0,4,algorithms  ,  python  ,  machine learning  ,  artificial intelligence  ,  opencv,,,,,,,,,,,,,,,,,,,,,,,
702,Intellectyx,Coimbatore,Project Manager:,3 - 5,3,5,machine learning  ,  artificial intelligence  ,  big data,,,,,,,,,,,,,,,,,,,,,,,,,
703,netradyne,Bengaluru / Bangalore,Data Engineer,0 - 3,0,3,c  ,  machine learning  ,  artificial intelligence  ,  security,,,,,,,,,,,,,,,,,,,,,,,,
704,3CLogic,,Microsoft Word - 3CLogic Customer Success Manager,0 - 3,0,3,artificial intelligence  ,  salesforce  ,  director  ,  servicenow  ,  written communication,,,,,,,,,,,,,,,,,,,,,,,
705,ZeroFOX,Bengaluru / Bangalore,Platform Operations Specialist,0 - 3,0,3,artificial intelligence  ,  security  ,  mobile  ,  written communication,,,,,,,,,,,,,,,,,,,,,,,,
706,Armaco Chemical Processes Systems Pvt Ltd,Singapore,Digital Transformation Solution Engineer,12 - 15,1, ,artificial intelligence  ,  database  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,,,,
707,QUANTIUM SOLUTIONS,Australia,"Senior Consultant ,  Pricing and Analytics",5 - 8,5,8,artificial intelligence  ,  games  ,  python  ,  radar  ,  project delivery,,,,,,,,,,,,,,,,,,,,,,,
708,netradyne,Bengaluru / Bangalore,User Experience Designer,0 - 3,0,3,artificial intelligence  ,  security  ,  c  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,,
709,netradyne,Bengaluru / Bangalore,Executive / Sr. Executive Logistics,3 - 5,3,5,storage  ,  artificial intelligence  ,  security  ,  c  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,
710,netradyne,"Gurgaon,  Bengaluru / Bangalore",Director - Quality,0 - 3,0,3,artificial intelligence  ,  security  ,  c  ,  director  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,
711,Huawei Technologies Co Ltd,,Principal CV Researcher,10 - 13,1, ,algorithms  ,  machine learning  ,  artificial intelligence  ,  opencv,,,,,,,,,,,,,,,,,,,,,,,,
712,AMAZON INDIA PVT LTD,Hyderabad/Secunderabad,"GO-AI Associate ,  GO-AI Operations",0 - 3,0,3,problem solving  ,  machine learning  ,  exceptions  ,  artificial intelligence,,,,,,,,,,,,,,,,,,,,,,,,
713,AMAZON INDIA PVT LTD,Bengaluru / Bangalore,"GO-AI Associate ,  GO-AI Operations",0 - 3,0,3,problem solving  ,  machine learning  ,  exceptions  ,  artificial intelligence,,,,,,,,,,,,,,,,,,,,,,,,
714,AMAZON INDIA PVT LTD,Lucknow,"GO-AI Associate ,  GO-AI Operations",0 - 3,0,3,problem solving  ,  machine learning  ,  exceptions  ,  artificial intelligence,,,,,,,,,,,,,,,,,,,,,,,,
715,Armaco Chemical Processes Systems Pvt Ltd,Jeddah,Business System Analyst,0 - 3,0,3,artificial intelligence  ,  ds  ,  security  ,  software engineering  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,,,
716,Quantium Analytics,Australia,"Senior Consultant ,  Pricing and Analytics",5 - 8,5,8,artificial intelligence  ,  games  ,  python  ,  radar  ,  project delivery,,,,,,,,,,,,,,,,,,,,,,,
717,ZeroFOX,Bengaluru / Bangalore,"Manager ,  Security Operations",12 - 15,1, ,artificial intelligence  ,  security  ,  java  ,  python  ,  mobile  ,  ruby,,,,,,,,,,,,,,,,,,,,,,
718,knowledge lens,Bengaluru / Bangalore,UI Developer,3 - 7,3,7,css  ,  mobile  ,  artificial intelligence  ,  javascript  ,  html  ,  api,,,,,,,,,,,,,,,,,,,,,,
719,AMD India Pvt Ltd,Bengaluru / Bangalore,Software System Designer 1,0 - 3,0,3,algorithms  ,  c    ,  os  ,  system software  ,  artificial intelligence,,,,,,,,,,,,,,,,,,,,,,,
721,Vantage,New York City,Ad Operations Specialist,1 - 2,1,2,artificial intelligence  ,  c  ,  machine learning  ,  messaging,,,,,,,,,,,,,,,,,,,,,,,,
722,Draup,Bengaluru / Bangalore,Sales Operation Leader,8 - 10,8,1,artificial intelligence  ,  big data  ,  crm  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,,
723,netradyne,Bengaluru / Bangalore,Sales Renewal Representative,2 - 5,2,5,artificial intelligence  ,  salesforce  ,  security  ,  c  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,
724,Microsoft India Pvt Ltd,Bengaluru / Bangalore,Data  &  Applied Scientist II,0 - 3,0,3,algorithms  ,  artificial intelligence  ,  rest  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,,,
725,CAPITAL ONE FINANCIAL SERVICES CLIENT,,Senior Product Manager - Business Payments  ( Commercial Card ),5 - 8,5,8,artificial intelligence  ,  san  ,  machine learning  ,  messaging,,,,,,,,,,,,,,,,,,,,,,,,
726,CAREERXPERTS CONSULTING,Bengaluru / Bangalore,Research Software Engineers  Make Machines Intelligent,1 - 4,1,4,algorithms  ,  c    ,  software design  ,  data mining  ,  compilers  ,  artificial intelligence  ,  database  ,  java  ,  data structures  ,  c#  ,  python  ,  c  ,  machine learning  ,  javascript,,,,,,,,,,,,,,
727,AMD India Pvt Ltd,Bengaluru / Bangalore,Silicon Design Engineer 2,3 - 6,3,6,c    ,  artificial intelligence  ,  shell  /  perl scripting  ,  team player  ,  jasper,,,,,,,,,,,,,,,,,,,,,,,
729,ASTRAZENECA PHARMA INDIA LTD,,AI Scientist,2 - 5,2,5,conference  ,  artificial intelligence  ,  software engineering  ,  python  ,  github  ,  machine learning  ,  imaging,,,,,,,,,,,,,,,,,,,,,
730,Clarivate Analytics,Canada,Analyst - Real World Data Analytics,1 - 4,1,4,artificial intelligence  ,  sql  ,  security  ,  python  ,  problem solving  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,
731,Innoplexus Consulting Services Private Limited,Pune,Associate Data Scientist,2 - 5,2,5,algorithms  ,  artificial intelligence  ,  hci  ,  image processing  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,
732,infostretch solutions pvt ltd,Pune,Technical Lead  ( RPA ),5 - 7,5,7,c#  ,  python  ,  team player  ,  machine learning  ,  artificial intelligence  ,  java  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,
734,Innoplexus Consulting Services Private Limited,Pune,Data Scientist,4 - 8,4,8,algorithms  ,  artificial intelligence  ,  hci  ,  image processing  ,  python  ,  machine learning,,,,,,,,,,,,,,,,,,,,,,
735,AMAZON INDIA PVT LTD,Bengaluru / Bangalore,Data Scientist,5 - 8,5,8,data mining  ,  artificial intelligence  ,  sql  ,  security  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,
737,Alstom Projects India Ltd.,Thailand,Customer Service Support Officer,1 - 3,1,3,information technology  ,  bi  ,  artificial intelligence  ,  database  ,  digitization  ,  problem solving  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,
738,AMD India Pvt Ltd,Hyderabad/Secunderabad,SMTS Software Development Engineer,0 - 3,0,3,algorithms  ,  c    ,  python  ,  algorithm development  ,  linear programming  ,  artificial intelligence,,,,,,,,,,,,,,,,,,,,,,
739,Advanced Micronic Devices Ltd,Hyderabad/Secunderabad,MTS Silicon Design Engineer,8 - 12,8,1,ece  ,  team player  ,  artificial intelligence  ,  written communication  ,  tcl,,,,,,,,,,,,,,,,,,,,,,,
740,Advanced Micronic Devices Ltd,Hyderabad/Secunderabad,Senior Silicon Design Engineer,4 - 8,4,8,ece  ,  team player  ,  artificial intelligence  ,  written communication  ,  tcl,,,,,,,,,,,,,,,,,,,,,,,
741,Advanced Micronic Devices Ltd,Hyderabad/Secunderabad,Senior Product Application Engineer,5 - 8,5,8,vhdl  ,  artificial intelligence  ,  tcl  ,  problem solving  ,  written communication,,,,,,,,,,,,,,,,,,,,,,,
742,Advanced Micronic Devices Ltd,Hyderabad/Secunderabad,Senior Systems Design Engineer,4 - 6,4,6,fundamentals  ,  artificial intelligence  ,  debugging  ,  tcl  ,  python  ,  team player,,,,,,,,,,,,,,,,,,,,,,
744,Advanced Micronic Devices Ltd,Hyderabad/Secunderabad,Senior Manager Silicon Design Engineering,15 - 18,1, ,technical leader  ,  ece  ,  team player  ,  artificial intelligence  ,  written communication  ,  tcl,,,,,,,,,,,,,,,,,,,,,,
745,nice ltd,Philippines,Data Scientist,0 - 3,0,3,algorithms  ,  data warehousing  ,  artificial intelligence  ,  sql  ,  technical skills  ,  python  ,  mining,,,,,,,,,,,,,,,,,,,,,
746,DBS Bank Ltd,Hong Kong,Vice President / Assistant Vice President,5 - 8,5,8,bi  ,  artificial intelligence  ,  sql  ,  big data  ,  python  ,  machine learning  ,  infrastructure,,,,,,,,,,,,,,,,,,,,,
747,Infogain Corporation,Bengaluru / Bangalore,"Senior Consultant ,  Development",6 - 8,6,8,adf  ,  scala  ,  artificial intelligence  ,  sql  ,  software engineering  ,  telecom,,,,,,,,,,,,,,,,,,,,,,
748,Infogain Corporation,Bengaluru / Bangalore,"Consultant ,  Development",8 - 10,8,1,fundamentals  ,  adf  ,  data warehousing  ,  artificial intelligence  ,  consultant  ,  software engineering  ,  telecom,,,,,,,,,,,,,,,,,,,,,
749,Infogain Corporation,Bengaluru / Bangalore,Team Lead,8 - 11,8,1,c#  ,  c    ,  artificial intelligence  ,  database  ,  asp.net  ,  .net  ,  software engineering  ,  telecom,,,,,,,,,,,,,,,,,,,,
750,homeadda,Bengaluru / Bangalore,Web Development,0 - 3,0,3,css  ,  graphics  ,  javascript  ,  web developer  ,  php  ,  web development  ,  html,,,,,,,,,,,,,,,,,,,,,
751,flying cursor interactive,Mumbai,Web Development,5 - 8,5,8,css  ,  wordpress  ,  html5  ,  ajax  ,  javascript  ,  php  ,  web development  ,  html  ,  mysql,,,,,,,,,,,,,,,,,,,
752,indian road safety campaign,Delhi,Web Development,0 - 3,0,3,css  ,  security  ,  asp.net  ,  web development  ,  html  ,  object oriented programming  ,  problem solving  ,  web programming  ,  javascript  ,  django  ,  web technologies  ,  php,,,,,,,,,,,,,,,,
753,Ingram Micro Inc.,Chennai,"Professional ,  Web Development-IND",3 - 7,3,7,css  ,  bootstrap  ,  sql  ,  web development  ,  html  ,  technical skills  ,  javascript,,,,,,,,,,,,,,,,,,,,,
755,Ingram Micro Inc.,Chennai,"Professional ,  Web Development-IND",3 - 5,3,5,css  ,  bootstrap  ,  sql  ,  web development  ,  html  ,  technical skills  ,  javascript,,,,,,,,,,,,,,,,,,,,,
758,crescendo global,Bengaluru / Bangalore,Web Development Engineer- javascipt,5 - 8,5,8,css  ,  html5  ,  javascript  ,  artificial intelligence  ,  security  ,  web technologies  ,  web development  ,  html  ,  cloud computing,,,,,,,,,,,,,,,,,,,
759,Codelattice,Calicut/ Kozhikode,Web Development Project Manager,0 - 3,0,3,html5  ,  hosting  ,  javascript  ,  jquery  ,  sql  ,  security  ,  java  ,  linux  ,  yii  ,  php  ,  web development  ,  mysql,,,,,,,,,,,,,,,,
760,Merkle Inc.,,Software Engineer - Web Development,3 - 6,3,6,html5  ,  oop  ,  java  ,  git  ,  xml  ,  software engineer  ,  web development  ,  c#  ,  javascript  ,  php  ,  .net  ,  business events,,,,,,,,,,,,,,,,
761,axmiyan hr solutions private limited,Bengaluru / Bangalore,Web Development Engineer-,1 - 2,1,2,rest  ,  python  ,  software design  ,  problem solving  ,  lamp  ,  nosql  ,  node.js  ,  php  ,  web development  ,  mysql  ,  api  ,  soap,,,,,,,,,,,,,,,,
762,Vocera,Bengaluru / Bangalore,"Software Engineer ,  Web Development",5 - 8,5,8,css  ,  apache  ,  web development  ,  html  ,  javascript  ,  fundamentals  ,  git  ,  linux  ,  java ee  ,  debugging  ,  software engineer  ,  san  ,  junit  ,  mobile  ,  written communication,,,,,,,,,,,,,
763,InstaSoft Technologies,Chennai,PHP Web Development,2 - 5,2,5,service oriented  ,  css  ,  soa  ,  html5  ,  ajax  ,  apache  ,  java  ,  xml  ,  web development  ,  mysql  ,  html  ,  phonegap  ,  laravel  ,  javascript  ,  jquery mobile  ,  storage  ,  bootstrap  ,  jquery  ,  security  ,  database  ,  git  ,  codeigniter  ,  json  ,  mongodb  ,  mvc framework  ,  php web developer  ,  mobile  ,  php  
764,Infiniti Software Solutions,Chennai,Software Engineer - Web Development,2 - 5,2,5,websphere  ,  css  ,  jsp  ,  jdbc  ,  hibernate  ,  ajax  ,  sql  ,  spring  ,  java  ,  xml  ,  linux  ,  j2ee  ,  java ee  ,  software engineer  ,  web development  ,  html  ,  ejb  ,  perforce  ,  junit  ,  oracle  ,  weblogic  ,  windows  ,  javascript  ,  struts  ,  servlets,,,
765,coalition india pvt ltd,,Web Development Project Manager,0 - 3,0,3,html5  ,  salesforce  ,  html  ,  magento  ,  javascript  ,  shopify  ,  php,,,,,,,,,,,,,,,,,,,,,
766,Angel and Genie,Bengaluru / Bangalore,Web Development Manager,7 - 10,7,1,css  ,  oop  ,  devops  ,  html  ,  cloud computing  ,  mongodb  ,  director  ,  mobile  ,  team player  ,  nosql  ,  written communication  ,  infrastructure,,,,,,,,,,,,,,,,
767,"Maxgen Technologies
     (More Jobs)",(More Jobs),Web development Internship at Ahmedabad,0 - 1,0,1,Web Developing Web Desiging,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,"Maxgen Technologies
     (More Jobs)",(More Jobs),Web development Internship in Pune,0 - 1,0,1,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,CODEC Networks,"Delhi,  Delhi/NCR",Web Designing  &  Web Development,1 - 4,1,4,css  ,  html5  ,  web developer  ,  web development  ,  html  ,  mysql  ,  web designing  ,  javascript  ,  php,,,,,,,,,,,,,,,,,,,
770,quicken software development pvt ltd,Bengaluru / Bangalore,"Lead Software Engineer ,  Web Development",7 - 10,7,1,css  ,  software design  ,  security  ,  json  ,  software engineer  ,  web development  ,  software engineering  ,  html  ,  team player  ,  windows  ,  javascript  ,  written communication,,,,,,,,,,,,,,,,
771,Cvent India Pvt Ltd,Gurgaon,"Assistant Team Lead ,  Web Development",4 - 7,4,7,css  ,  ajax  ,  jquery  ,  git  ,  json  ,  web development  ,  html  ,  press  ,  javascript  ,  drupal,,,,,,,,,,,,,,,,,,
772,APPLYCUP HIRING SOLUTIONS LLP,Surat,Junior ASP.net  /  MVC Web development,1 - 3,1,3,css  ,  information technology  ,  jquery mobile  ,  bootstrap  ,  jquery  ,  database  ,  asp.net  ,  microsoft .net  ,  web development  ,  mysql  ,  html  ,  mvc  ,  c  ,  mobile  ,  web programming  ,  javascript  ,  visual studio  ,  database programming  ,  .net,,,,,,,,,
773,Tridiagonal Solutions Pvt. Ltd.,Pune,Sr. Software Engineer  ( Web Development ),3 - 6,3,6,css  ,  rest api  ,  ajax  ,  web development  ,  html  ,  software engineering  ,  data structures  ,  python  ,  javascript  ,  nosql  ,  node.js  ,  .net  ,  algorithms  ,  bi  ,  storage  ,  react.js  ,  database  ,  git  ,  debugging  ,  software engineer  ,  mongodb  ,  rest  ,  rdbms  ,  team player  ,  express.js,,,
774,"Maxgen Technologies
     (More Jobs)",(More Jobs),"Web Development Internship in Ahmedabad , 09",0 - 1,0,1,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,CYBERNETYX,Bengaluru / Bangalore,Lead Programmer -Full Stack Web Development  ( MEAN ),7 - 10,7,1,conference  ,  web development  ,  technical skills  ,  rest  ,  problem solving  ,  javascript,,,,,,,,,,,,,,,,,,,,,,
776,CYBERNETYX,Bengaluru / Bangalore,Sr. Programmer -Full Stack Web Development  ( MEAN ),3 - 5,3,5,conference  ,  rest api  ,  web development  ,  technical skills  ,  problem solving  ,  javascript  ,  nosql  ,  php,,,,,,,,,,,,,,,,,,,,
777,expertiz,Chennai,Project Manager  /  Team Lead - Web Development,0 - 3,0,3,css  ,  jquery  ,  web developer  ,  web development  ,  html  ,  api  ,  problem solving  ,  web programming  ,  javascript  ,  web technologies,,,,,,,,,,,,,,,,,,
778,CAREERXPERTS CONSULTING,Bengaluru / Bangalore,Frontend  Lead UI Web-Development Engineer,4 - 7,4,7,css  ,  html5  ,  bootstrap  ,  ajax  ,  jquery  ,  grunt  ,  json  ,  web development  ,  html  ,  rest  ,  javascript,,,,,,,,,,,,,,,,,
779,LAKSH HUMAN RESOURCE,"Navi Mumbai,  Mumbai",Software Engineer Dev  FPG  ( Web development ),3 - 6,3,6,css  ,  security  ,  apache  ,  linux  ,  software engineer  ,  web development  ,  html  ,  perl  ,  python  ,  system management  ,  javascript  ,  php  ,  java programming  ,  unix,,,,,,,,,,,,,,
780,"Wizman Consulting
     (More Jobs)",(More Jobs),Urgently looking for Software Engineer ( Web development ),2 - 7,2,7,Web development  ,  Web developer  ,  software developer  ,  senior software engineer  ,  software,,,,,,,,,,,,,,,,,,,,,,,
781,trivialworks solutions,Lucknow,Business Development Manager  Mobile Apps / Web Development,1 - 3,1,3,online bidding  ,  business development  ,  business development manager  ,  sales  ,  marketing  ,  build  ,  lead generation  ,  negotiation  ,  sales targets,,,,,,,,,,,,,,,,,,,
782,Aptence,Noida/Greater Noida,Python Development Engineer,0 - 3,0,3,Python  ,   Django  ,  Web development,,,,,,,,,,,,,,,,,,,,,,,,,
783,Aziels Technologies Pvt Ltd,Gurgaon,Project Manager,0 - 3,0,3,python  ,  mobile  ,  web development,,,,,,,,,,,,,,,,,,,,,,,,,
784,every media technologies pvt. ltd.,Mumbai,Development Technology Project Lead,5 - 7,5,7,wordpress  ,  drupal  ,  web development,,,,,,,,,,,,,,,,,,,,,,,,,
785,ibongo it solutions pvt ltd,Hyderabad/Secunderabad,Manager  /  Team Lead Technology,4 - 7,4,7,it projects  ,  web development  ,  lamp,,,,,,,,,,,,,,,,,,,,,,,,,
786,Aptence,Noida/Greater Noida,App Development Engineer,0 - 3,0,3,Python  ,   Django  ,  Web development,,,,,,,,,,,,,,,,,,,,,,,,,
787,"Provost Solutions
     (More Jobs)",(More Jobs),Sr. Web developer,4 - 5,4,5,web development  ,  web developer,,,,,,,,,,,,,,,,,,,,,,,,,,
788,Polaris Consulting & Services Ltd,Bengaluru / Bangalore,Associate Consultant - Technology,0 - 3,0,3,rest  ,  infrastructure  ,  splunk  ,  web development,,,,,,,,,,,,,,,,,,,,,,,,
